Commentaire,star,date,client,reponse,source,company,ville,maj,date_commande,ecart,clean_comment,comment_id,qualité produit,service livraison,service client
"Service plus que DEGRADE ! ! ! Incompetence ? Vol ? ? Fidèle cliente depuis des années , j'ai voulu passer commande sur le smartphone 29/11/19 . Forcée de quitter la page de paiement pour voir le sms avec le code de sécurité , celle ci disparaissait , et je perdais la commande . J'ai recommencé cette operation plusieurs fois sur le téléphone sans succès . Après 2 appels au SAV , on m ' a conseillé d'utiliser un ordinateur , et surtout confirmer que je ne serai pas prélevée des différentes tentatives de réglement , il s'avère que j'ai été prélévé à chaque fois ... Soit 736€44 au lieu de 231€48 .. Ils me doivent depuis 1 mois 499€96 ... Après avoir réclamé plusieurs fois , Ils m'ont bien envoyé un email me disant que le remboursement prendrait 15 à 21 jours ! ! ! Dysfonctionnement de la banque certes , mais Veepee me balade et j'attends toujours le remboursement et qu'un responsable me rappelle ....",1,2019-12-26 00:00:00+00:00,Oscar de Saint Germain en Laye,,TrustPilot,VeePee,,,,,"service plus que degrade ! ! ! incompetence ? vol ? ? fidèle cliente depuis des années , j'ai voulu passer commande sur le smartphone 29/11/19 . forcée de quitter la page de paiement pour voir le sms avec le code de sécurité , celle ci disparaissait , et je perdais la commande . j'ai recommencé cette operation plusieurs fois sur le téléphone sans succès . après 2 appels au sav , on m ' a conseillé d'utiliser un ordinateur , et surtout confirmer que je ne serai pas prélevée des différentes tentatives de réglement , il s'avère que j'ai été prélévé à chaque fois ... soit 736€44 au lieu de 231€48 .. ils me doivent depuis 1 mois 499€96 ... après avoir réclamé plusieurs fois , ils m'ont bien envoyé un email me disant que le remboursement prendrait 15 à 21 jours ! ! ! dysfonctionnement de la banque certes , mais veepee me balade et j'attends toujours le remboursement et qu'un responsable me rappelle ....",13277,0,0,1
"Site à fuir pour diverses raisons : -service client tenu par des robots qui vous répondent laconiquement -faux prix de base pour vous faire croire que vous faites une affaire-délais de livraisons scandaleux : 2 mois pour finir par vous rembourser une partie des articles indisponibles alors que vous avez pu les mettre dans votre panier.Par contre aucune gène à garder votre argent pendant tout ce temps.-si vous achetez un séjour ou une location : pas de possibilité de payer en chèques vacances , attention ! Pourtant le but des chèques vacances c'est bien pour payer des vacances non ? -des frais d'envoi et de retour exorbitants , et leur abonnement une arnaque : vous êtes livré chez vous sans aucun choix possible d'un relais colis . Mieux vaut profiter des ventes privées des marques : vous aurez plus de choix , ne paierez pas une commission à ces escrocs et vous serez livré beaucoup plus vite avec la plupart du temps livraison gratuite en magasin ou relais et n'aurez pas à payer un retour éventuel si problème .",1,2019-12-26 00:00:00+00:00,espic audrey,,TrustPilot,VeePee,,,,,"site à fuir pour diverses raisons : -service client tenu par des robots qui vous répondent laconiquement -faux prix de base pour vous faire croire que vous faites une affaire-délais de livraisons scandaleux : 2 mois pour finir par vous rembourser une partie des articles indisponibles alors que vous avez pu les mettre dans votre panier.par contre aucune gène à garder votre argent pendant tout ce temps.-si vous achetez un séjour ou une location : pas de possibilité de payer en chèques vacances , attention ! pourtant le but des chèques vacances c'est bien pour payer des vacances non ? -des frais d'envoi et de retour exorbitants , et leur abonnement une arnaque : vous êtes livré chez vous sans aucun choix possible d'un relais colis . mieux vaut profiter des ventes privées des marques : vous aurez plus de choix , ne paierez pas une commission à ces escrocs et vous serez livré beaucoup plus vite avec la plupart du temps livraison gratuite en magasin ou relais et n'aurez pas à payer un retour éventuel si problème .",13278,0,1,1
"Bonjour.Je met une étoile car je n ’ ai pas le choix . Si j ’ en pouvais mettre zéro j ’ en le ferai . A FUIR . ARNAQUE EN BANDE ORGANISÉE à fuir . Mi novembre j ’ en procède à une commande pour un four hotpoint d ’ un montant de 327€ . Date limite de livraison entre le 5 et le 12 Décembre . Le 13/12 , rien aucun message , aucun appel . Je prends l ’ initiative d ’ appeler et il m ’ indique que suite à un problème logistique j ’ en ne serai pas livrée . J ’ en demande remboursement et on m ’ indique 3 à 8 jours maximum . Le 24/12 rien . On Apl ; personne n ’ est dans la capacité de répondre mais affirme qu ’ en le remboursement n ’ a pas été effectué . Bref il nous mette en difficile un 24/12 ; Joyeux Noel . Sans oublie que tous les interlocuteurs ont le même discours . On passe votre dossier au dessus et on vous rappel . Silence radio . A fuir absolument . Pour résumé SERVICE DÉPLORABLE . Passez chez Showroom voir même Wish ou Aliexpress sont plus compétents 😄 A noter que ce jour j ’ ai ouvert un dossier auprès de la Fevad . Cordialement .",1,2019-12-24 00:00:00+00:00,Esmehen Benrom,,TrustPilot,VeePee,,,,,"bonjour.je met une étoile car je n ’ ai pas le choix . si j ’ en pouvais mettre zéro j ’ en le ferai . a fuir . arnaque en bande organisée à fuir . mi novembre j ’ en procède à une commande pour un four hotpoint d ’ un montant de 327€ . date limite de livraison entre le 5 et le 12 décembre . le 13/12 , rien aucun message , aucun appel . je prends l ’ initiative d ’ appeler et il m ’ indique que suite à un problème logistique j ’ en ne serai pas livrée . j ’ en demande remboursement et on m ’ indique 3 à 8 jours maximum . le 24/12 rien . on apl ; personne n ’ est dans la capacité de répondre mais affirme qu ’ en le remboursement n ’ a pas été effectué . bref il nous mette en difficile un 24/12 ; joyeux noel . sans oublie que tous les interlocuteurs ont le même discours . on passe votre dossier au dessus et on vous rappel . silence radio . a fuir absolument . pour résumé service déplorable . passez chez showroom voir même wish ou aliexpress sont plus compétents 😄 a noter que ce jour j ’ ai ouvert un dossier auprès de la fevad . cordialement .",13279,0,1,1
"J ’ ai commandé des bottes il y a un mois et aucune réponse de leur part malgré des mails et appels , ils ne remboursent pas et disent toujours qu ’ il te rappelle Ce sont des escrocs tout simplement Ne pas commander chez euxP.S",1,2019-12-23 00:00:00+00:00,patrice spatschek,,TrustPilot,VeePee,,,,,"j ’ ai commandé des bottes il y a un mois et aucune réponse de leur part malgré des mails et appels , ils ne remboursent pas et disent toujours qu ’ il te rappelle ce sont des escrocs tout simplement ne pas commander chez euxp.s",13280,0,0,1
"Je confirme ce qui se dit sur la dégradation de leurs services . Ayant beaucoup acheté au cours de ces quatre dernières années , je constate une dégradation dans les délais et dans les erreurs d'envois . En l'occurrence , une paire de chaussure Barker dont la livraison n'avait rien à voir avec la commande . Il m ' a fallu me fâcher pour obtenir de leur part ... la simple gratuité du retour ...",2,2019-12-23 00:00:00+00:00,Jerome Desblancs,,TrustPilot,VeePee,,,,,"je confirme ce qui se dit sur la dégradation de leurs services . ayant beaucoup acheté au cours de ces quatre dernières années , je constate une dégradation dans les délais et dans les erreurs d'envois . en l'occurrence , une paire de chaussure barker dont la livraison n'avait rien à voir avec la commande . il m ' a fallu me fâcher pour obtenir de leur part ... la simple gratuité du retour ...",13281,0,1,0
"Je vous fais part de mon mécontentement à propos de commandes faites sur le site internet vente privée . J'ai tout d'abord fait une commande de 2 vêtements . J'ai reçu un seul vêtement sur les deux . Je les ai donc contactés pour leur dire que je n'avais pas reçu le deuxième produit et que sur leur site internet , il était affiché que tout avait été livré . Ils m'ont donc répondu que si je ne recevais pas le deuxième produit dans un délai indéterminé , je serais remboursée de la totalité du produit non livré . Si je ne les avais pas contacté pour leur dire qu'il manquait un produit , je suis sûre que j'aurais payé la totalité de la commande en comptant donc le produit non livré . J'en suis au deuxième mail de réclamation et tout ce qu'ils me proposent , c'est de m'offrir un bon d'achat de 5€ ( je paye quand même les frais de port 6,50€ ) .D'autre part , j'ai acheté un jeu de cubes pour enfants pour noël que j'ai reçu dans un état lamentable . L'emballage en plastique était complètement cassé et les objets en bois à l'intérieur étaient éparpillés partout dans l'emballage . J'ai demandé un remboursement du produit ce sur quoi ils m'ont répondu qu'ils allaient encore une fois me faire un bon d'achat de 5€ ( les frais de port sont toujours de 6,50€ ) . Bref je trouve cela scandaleux qu'ils ne prennent pas leur responsabilité et qu'ils aient uniquement comme solution de m'offrir 5 € de bons d'achat ( qui n ' a que pour but de fidéliser le client et de nous pousser à de nouveau consommer sur leur site ) .",1,2019-12-22 00:00:00+00:00,Camcam jvlt,,TrustPilot,VeePee,,,,,"je vous fais part de mon mécontentement à propos de commandes faites sur le site internet vente privée . j'ai tout d'abord fait une commande de 2 vêtements . j'ai reçu un seul vêtement sur les deux . je les ai donc contactés pour leur dire que je n'avais pas reçu le deuxième produit et que sur leur site internet , il était affiché que tout avait été livré . ils m'ont donc répondu que si je ne recevais pas le deuxième produit dans un délai indéterminé , je serais remboursée de la totalité du produit non livré . si je ne les avais pas contacté pour leur dire qu'il manquait un produit , je suis sûre que j'aurais payé la totalité de la commande en comptant donc le produit non livré . j'en suis au deuxième mail de réclamation et tout ce qu'ils me proposent , c'est de m'offrir un bon d'achat de 5€ ( je paye quand même les frais de port 6,50€ ) .d'autre part , j'ai acheté un jeu de cubes pour enfants pour noël que j'ai reçu dans un état lamentable . l'emballage en plastique était complètement cassé et les objets en bois à l'intérieur étaient éparpillés partout dans l'emballage . j'ai demandé un remboursement du produit ce sur quoi ils m'ont répondu qu'ils allaient encore une fois me faire un bon d'achat de 5€ ( les frais de port sont toujours de 6,50€ ) . bref je trouve cela scandaleux qu'ils ne prennent pas leur responsabilité et qu'ils aient uniquement comme solution de m'offrir 5 € de bons d'achat ( qui n ' a que pour but de fidéliser le client et de nous pousser à de nouveau consommer sur leur site ) .",13283,1,1,1
"Service pitoyable , impossible de les joindre , prix bidon et délais de livraison jamais respectés ... Dès que la commande est validée , ils changent les dates de livraison prévues initialement , site de M * * * E à fuir !",1,2019-12-21 00:00:00+00:00,FB Selection Classic,,TrustPilot,VeePee,,,,,"service pitoyable , impossible de les joindre , prix bidon et délais de livraison jamais respectés ... dès que la commande est validée , ils changent les dates de livraison prévues initialement , site de m * * * e à fuir !",13284,0,1,1
où est mon remboursement ? 1 mois qu ’ on me balade de bout en bout conseiller même pas raccord dans leurs mensonges chaque appel une explication différente pire suivie client de la terre on me prend pour une idiote,1,2019-12-21 00:00:00+00:00,Melinda Sahra Chaouchi,,TrustPilot,VeePee,,,,,où est mon remboursement ? 1 mois qu ’ on me balade de bout en bout conseiller même pas raccord dans leurs mensonges chaque appel une explication différente pire suivie client de la terre on me prend pour une idiote,13285,0,0,1
Formidable arnaque.J'ai passé une commande pour 4 suspensions d'une valeur de 1.000 €.J'ai reçu les 4 suspensions incomplètes.J'ai retourné les colis reçu comme ils m'ont été envoyés.Le remboursement proposé est de 53 €.Voilà une sacrée bande d'escrocs .,1,2019-12-20 00:00:00+00:00,Olivier Xueref,,TrustPilot,VeePee,,,,,formidable arnaque.j'ai passé une commande pour 4 suspensions d'une valeur de 1.000 €.j'ai reçu les 4 suspensions incomplètes.j'ai retourné les colis reçu comme ils m'ont été envoyés.le remboursement proposé est de 53 €.voilà une sacrée bande d'escrocs .,13286,0,1,1
"ATTENTION À FUIR ARNAQUE DE 1100 EUROS ! ! ! ! ! ! Ma mère a réservé un voyage dont elle n'as reçu aucune confirmation , après avoir appelé le SAV ils lui garantissent qu'elle peut commender un nouveau voyage et que si le premier avait finalement été pris en compte elle pourra l'annuler sans difficultés . Au final les deux voyages ont été prélevés et vente privé `` désolé nous ne pouvons rien faire il faut voir avec la compagnie aérienne '' .. On les a appelé encore encore et encore ... Nous n'avons pas obtenu gain de cause pourtant il s'agit d'une GROSSE erreur de leur part et d'un conseil très malveillant de la part de leur SAV qui garantissait qu'on pouvais réserver à nouveau sans se soucier du `` bug '' de la première réservation.Ne commendez JAMAIS de voyage chez eux .. D'ailleurs ne commendez rien chez eux .",1,2019-12-20 00:00:00+00:00,Camille Loison,,TrustPilot,VeePee,,,,,"attention à fuir arnaque de 1100 euros ! ! ! ! ! ! ma mère a réservé un voyage dont elle n'as reçu aucune confirmation , après avoir appelé le sav ils lui garantissent qu'elle peut commender un nouveau voyage et que si le premier avait finalement été pris en compte elle pourra l'annuler sans difficultés . au final les deux voyages ont été prélevés et vente privé `` désolé nous ne pouvons rien faire il faut voir avec la compagnie aérienne '' .. on les a appelé encore encore et encore ... nous n'avons pas obtenu gain de cause pourtant il s'agit d'une grosse erreur de leur part et d'un conseil très malveillant de la part de leur sav qui garantissait qu'on pouvais réserver à nouveau sans se soucier du `` bug '' de la première réservation.ne commendez jamais de voyage chez eux .. d'ailleurs ne commendez rien chez eux .",13287,0,0,1
"Très mauvais SAV . Une commande faite le 20.11 livraison pour le 6.12 , pour un montant de 360€ pour des radiateurs . Livraison de 2 colis un au point relay désigné et l ’ autre à 2h de chez nous car en raison des fêtes ils n ’ ont pas eu le choix de livrer au plus proche 🤔 . Très grosse erreur du service expédition . Colis retourné directement à veepee le 4.12 et depuis le 7.12 mon colis est dans leur entrepôt et mais en attente d ’ encodage pour réexpédition ! ! ! ! Par contre débiter mon compte , il leur a pas fallu attendre ......",1,2019-12-20 00:00:00+00:00,Laëtitia,,TrustPilot,VeePee,,,,,"très mauvais sav . une commande faite le 20.11 livraison pour le 6.12 , pour un montant de 360€ pour des radiateurs . livraison de 2 colis un au point relay désigné et l ’ autre à 2h de chez nous car en raison des fêtes ils n ’ ont pas eu le choix de livrer au plus proche 🤔 . très grosse erreur du service expédition . colis retourné directement à veepee le 4.12 et depuis le 7.12 mon colis est dans leur entrepôt et mais en attente d ’ encodage pour réexpédition ! ! ! ! par contre débiter mon compte , il leur a pas fallu attendre ......",13288,0,1,1
"CATASTROPHIQUE et le mot est encore faible ! ! Ce site est à fuir plus jamais je ne passe commande j ’ ai effectué une commande qui depuis le 5 a soit disant était expédié à ce jour le suivi colis est inexistant plus aucun signe de vie du colis et on me répond qu ’ il faut 21 jours pour ce renseigner de où est le colis ? ! Une blague ! Deuxième commande sur une autre vente et ça recommence ! Soit disant expédié quand je Regarde le suivi AUCUN AVANCEMENT DEPUIS PLUS D ’ UNE SEMAINE soit disant une livraison en 3 jours en tout 3 cadeaux de Noël perdu dans la nature ! Je fais donc une relance pour ce deuxième litige AUCUNE réponse du service client le service client est NUL ! et la également le mot est faible en tout 100 euros perdu dans la nature zéro colis mais tout va bien ! 21 jours pour faire une recherche le remboursement on en reparle plus tard apparement ! LAMENTABLE ce site devrai fermer définitivement ! Je préfère largement Showroom jamais eu de problème avec eux et qui en plus utilise les meme mode , services de livraison et pourtant chez eux je reçois toujours tout en temps et en heure ! Donc maintenant mon choix est vite fait bye bye VEEPEE à la C * * hâte d ’ avoir mes remboursements car je vais certainement pas lâcher l ’ affaire !",1,2019-12-20 00:00:00+00:00,Ségolène Demont,,TrustPilot,VeePee,,,,,"catastrophique et le mot est encore faible ! ! ce site est à fuir plus jamais je ne passe commande j ’ ai effectué une commande qui depuis le 5 a soit disant était expédié à ce jour le suivi colis est inexistant plus aucun signe de vie du colis et on me répond qu ’ il faut 21 jours pour ce renseigner de où est le colis ? ! une blague ! deuxième commande sur une autre vente et ça recommence ! soit disant expédié quand je regarde le suivi aucun avancement depuis plus d ’ une semaine soit disant une livraison en 3 jours en tout 3 cadeaux de noël perdu dans la nature ! je fais donc une relance pour ce deuxième litige aucune réponse du service client le service client est nul ! et la également le mot est faible en tout 100 euros perdu dans la nature zéro colis mais tout va bien ! 21 jours pour faire une recherche le remboursement on en reparle plus tard apparement ! lamentable ce site devrai fermer définitivement ! je préfère largement showroom jamais eu de problème avec eux et qui en plus utilise les meme mode , services de livraison et pourtant chez eux je reçois toujours tout en temps et en heure ! donc maintenant mon choix est vite fait bye bye veepee à la c * * hâte d ’ avoir mes remboursements car je vais certainement pas lâcher l ’ affaire !",13289,0,1,1
Je ne suis pas là seule visiblement à ne pas avoir reçu mes cadeaux de Noël alors qu'il est précisé sur la vente livraison avant Noël . On me dit au téléphone qu'il y a bcp de commandes à préparer et avec les grèves ... Commande passée le 4 décembre il me semble que 20 jours pour être livré c'est suffisant . Quand on voit qu'avec Amazon c'est livré le lendemain .. Mais non apparemment Noël c'est possible jusqu'au 30 décembre ... Pas prête de recommander sur ce site .,2,2019-12-20 00:00:00+00:00,Idz,,TrustPilot,VeePee,,,,,je ne suis pas là seule visiblement à ne pas avoir reçu mes cadeaux de noël alors qu'il est précisé sur la vente livraison avant noël . on me dit au téléphone qu'il y a bcp de commandes à préparer et avec les grèves ... commande passée le 4 décembre il me semble que 20 jours pour être livré c'est suffisant . quand on voit qu'avec amazon c'est livré le lendemain .. mais non apparemment noël c'est possible jusqu'au 30 décembre ... pas prête de recommander sur ce site .,13290,0,1,0
"Bonjour , Client depuis les débuts de vente privée , j ’ ai passé en octobre une nouvelle commande.2 mois après , 6 envois pour une même commandeLivraisons sur rdv non effectuées à plusieurs reprise ... Finalement , un colis manquant ... pourtant Veepee indique que tout est livré.Je le retrouve avec des cartons inutilisable , des meubles que je ne peux pas monter .... et un service client parlant difficilement français , incompétent et ne comprenant jamais mes demandesFuyez ! ! !",1,2019-12-20 00:00:00+00:00,christophe comel,,TrustPilot,VeePee,,,,,"bonjour , client depuis les débuts de vente privée , j ’ ai passé en octobre une nouvelle commande.2 mois après , 6 envois pour une même commandelivraisons sur rdv non effectuées à plusieurs reprise ... finalement , un colis manquant ... pourtant veepee indique que tout est livré.je le retrouve avec des cartons inutilisable , des meubles que je ne peux pas monter .... et un service client parlant difficilement français , incompétent et ne comprenant jamais mes demandesfuyez ! ! !",13291,1,1,1
"J'ai passé au moins 15 commandes de tout types ( photo , chaussures , bijoux , jouets , maquillage , lingerie ... ) et je n'ai jamais eu rien à redire ! Il m'est arrivé de me tromper , remboursement direct , sans aucuns problèmes ! Livraison parfois longue mais vu les prix , je n'en tiendrai pas rigueur . Quel dommage de voir autant de commentaires négatifs ! Perso , jamais déçue , je continuerai 😉",5,2019-12-19 00:00:00+00:00,amandine simon,,TrustPilot,VeePee,,,,,"j'ai passé au moins 15 commandes de tout types ( photo , chaussures , bijoux , jouets , maquillage , lingerie ... ) et je n'ai jamais eu rien à redire ! il m'est arrivé de me tromper , remboursement direct , sans aucuns problèmes ! livraison parfois longue mais vu les prix , je n'en tiendrai pas rigueur . quel dommage de voir autant de commentaires négatifs ! perso , jamais déçue , je continuerai 😉",13292,0,1,1
Service client inutile . Limite insultant par son inefficacité.Commande pour noel toujour pas livré.Malgre l'affichage publicitaire `` livré pour noel '' .Apres 5 contact telephonique aupres du soit disant sav.Un responsable prend la peine de me rappeler pour me donner aucune information . Il ne sert a rien sauf noous faire perdre notre temps.C'est une honte en 2020 de face a des entreprise aussi incompetante.Les sites de vente chinois on un bel avenir devant eux .,1,2019-12-19 00:00:00+00:00,Olivier Vil,,TrustPilot,VeePee,,,,,service client inutile . limite insultant par son inefficacité.commande pour noel toujour pas livré.malgre l'affichage publicitaire `` livré pour noel '' .apres 5 contact telephonique aupres du soit disant sav.un responsable prend la peine de me rappeler pour me donner aucune information . il ne sert a rien sauf noous faire perdre notre temps.c'est une honte en 2020 de face a des entreprise aussi incompetante.les sites de vente chinois on un bel avenir devant eux .,13293,0,1,1
Bonjour je note jamais les sites mais la je prends la peine car je vois beaucoup d'avis négatifs alors moi je vous fais par de mon avis je trouve vente privee top jai commandé les jouets pour mes 2 enfants le 9 décembre la livraison été prévue entre le 17 et le 24 décembre j'ai reçue la moitié le 14 décembre et le reste ce matin donc le 19 décembre j'ai eu peur en regardant les avis car il y en a beaucoup de négatif mais moi je suis agréablement surprise surtout que j'ai payais les jouer la moitié du prix en magasin et en 4x en plus donc jai bien gâtés mes bébés je suis ravis .,5,2019-12-19 00:00:00+00:00,Sarah Carter Miller,,TrustPilot,VeePee,,,,,bonjour je note jamais les sites mais la je prends la peine car je vois beaucoup d'avis négatifs alors moi je vous fais par de mon avis je trouve vente privee top jai commandé les jouets pour mes 2 enfants le 9 décembre la livraison été prévue entre le 17 et le 24 décembre j'ai reçue la moitié le 14 décembre et le reste ce matin donc le 19 décembre j'ai eu peur en regardant les avis car il y en a beaucoup de négatif mais moi je suis agréablement surprise surtout que j'ai payais les jouer la moitié du prix en magasin et en 4x en plus donc jai bien gâtés mes bébés je suis ravis .,13294,0,1,0
"Si j'avais pu donner zéro étoiles je l'aurais fait ! Site à fuir , leur service client est atroce ! ! J'ai passée une commande qui malheureusement s'est validée deux fois car j'ai validée mon panier puis j'ai décidée de revenir en arrière pour enlever deux articles , ce qui a commis `` un petit bug `` en soit ça peut arriver à tout les sites , mais la n'est pas le problème . Le problème viens du fait que l'on m'as prélevée deux fois sur mon compte ! Mais encore je peu comprendre suite au bug.Maintenant viens le tour de leur service clients qui n'est absolument pas compétent ! ! ! ! ! J'ai envoyer un mail .... pas de réponse , j'ai donc décider d'appeler leur service client une personne me répond me dis que effectivement il y a eu un problème et que il allait résoudre les choses donc confiant je laisse les choses ce faire ... Je rappelle une deuxième fois car rien ne bougeait au bout de 4 jours pas de mail rien . La deuxième personne que j'ai appeler me fais a peu près le même speech mais en me disant que un elle envoyer mon dossier par mail car sa irais plus vite . J'attends encore ....... et puis rien ! Je décide donc de rappelez une troisième fois au bout de 5 jours car en plus mon colis n'as toujours pas était envoyé alors qu'il était prévue pour le 17/12 ( nous sommes le 19/12 et j'en ai besoins pour mes cadeau de noël ) . De la une autre personne encore , un peu plus compréhensible mais j'était beaucoup plus énerver après tout cela et cette personne me dit que il n ' y avais rien concernant mon dossier que jamais rien n'avais était envoyé et que mon colis était je ne sais ou ? ? Je suis donc actuellement dans cette situation entrain d'attendre qu'un responsable me rappelle ! Je ne laisserais pas cette affaire couler , si il faut finir par faire appels à Julien Courbet ou un avocat pour que les choses bouge je n'hésiterais pas ! Tout ça pour en conclure que je vous déconseille vraiment de passer commande sur ce site frauduleux et son service client incompétent !",1,2019-12-19 00:00:00+00:00,Tom Herlem Matuszewski,,TrustPilot,VeePee,,,,,"si j'avais pu donner zéro étoiles je l'aurais fait ! site à fuir , leur service client est atroce ! ! j'ai passée une commande qui malheureusement s'est validée deux fois car j'ai validée mon panier puis j'ai décidée de revenir en arrière pour enlever deux articles , ce qui a commis `` un petit bug `` en soit ça peut arriver à tout les sites , mais la n'est pas le problème . le problème viens du fait que l'on m'as prélevée deux fois sur mon compte ! mais encore je peu comprendre suite au bug.maintenant viens le tour de leur service clients qui n'est absolument pas compétent ! ! ! ! ! j'ai envoyer un mail .... pas de réponse , j'ai donc décider d'appeler leur service client une personne me répond me dis que effectivement il y a eu un problème et que il allait résoudre les choses donc confiant je laisse les choses ce faire ... je rappelle une deuxième fois car rien ne bougeait au bout de 4 jours pas de mail rien . la deuxième personne que j'ai appeler me fais a peu près le même speech mais en me disant que un elle envoyer mon dossier par mail car sa irais plus vite . j'attends encore ....... et puis rien ! je décide donc de rappelez une troisième fois au bout de 5 jours car en plus mon colis n'as toujours pas était envoyé alors qu'il était prévue pour le 17/12 ( nous sommes le 19/12 et j'en ai besoins pour mes cadeau de noël ) . de la une autre personne encore , un peu plus compréhensible mais j'était beaucoup plus énerver après tout cela et cette personne me dit que il n ' y avais rien concernant mon dossier que jamais rien n'avais était envoyé et que mon colis était je ne sais ou ? ? je suis donc actuellement dans cette situation entrain d'attendre qu'un responsable me rappelle ! je ne laisserais pas cette affaire couler , si il faut finir par faire appels à julien courbet ou un avocat pour que les choses bouge je n'hésiterais pas ! tout ça pour en conclure que je vous déconseille vraiment de passer commande sur ce site frauduleux et son service client incompétent !",13295,0,1,1
"Client depuis plus de 15 ans ATTENTION arnaque organisé entre veepee et sonovente avec le deal 40€ pour 80€ . Lorsque vous commandez sur sonovente un article , il n est pas neuf , c est de l occasion , démonstration , remballé , et impossible de le faire échanger par sonovente après plusieurs relances . A faire escroquerie de toute pièce ! ! ! ! !",1,2019-12-19 00:00:00+00:00,Boisne Franck,,TrustPilot,VeePee,,,,,"client depuis plus de 15 ans attention arnaque organisé entre veepee et sonovente avec le deal 40€ pour 80€ . lorsque vous commandez sur sonovente un article , il n est pas neuf , c est de l occasion , démonstration , remballé , et impossible de le faire échanger par sonovente après plusieurs relances . a faire escroquerie de toute pièce ! ! ! ! !",13296,0,0,1
"LAMENTABLE.J'ai commandé le 19/11 , commande garantie avant Noël , cadeau de mes enfants , ( 149€ ) Toujours rien reçu problème de stockDu coup j'annule ma commande pour remboursement , tjrs pas de remboursement car pas de retour de l entrepôt , une honte à fuir ........",1,2019-12-19 00:00:00+00:00,Alexia Romeyer-Duchand,,TrustPilot,VeePee,,,,,"lamentable.j'ai commandé le 19/11 , commande garantie avant noël , cadeau de mes enfants , ( 149€ ) toujours rien reçu problème de stockdu coup j'annule ma commande pour remboursement , tjrs pas de remboursement car pas de retour de l entrepôt , une honte à fuir ........",13297,0,0,1
"Très mauvais suivi sur vente privée ! Produit acheté le 7 décembre sur une vente `` livraison garantie avant Noël '' . Colis expédié le 9 décembre mais pas de suivi colis . J'appelle une première fois on me dit qu'il faut attendre les 15j de délais de livraison possible . Ça fait 15j , je rappelle , on me dit que le colis est perdus ! ! ! Il lance une action pour le localiser . S'il est pas localisé avant le 23 décembre , il annule la commande ! ! ! ! Du coup je me retrouve avec un colis perdu , potentiellement retrouvé mais j'aurais l'info que le 23.c'est bien pour une vente garantie avant Noël . Et dans tout ça j'ai été débité des 250€ depuis le 7 dec ! inadmissible ! ! ! Et aucun service client , personne de chez eux ne suit les colis pour être sûr que le transport se passe bien ....",1,2019-12-18 00:00:00+00:00,Maeva,,TrustPilot,VeePee,,,,,"très mauvais suivi sur vente privée ! produit acheté le 7 décembre sur une vente `` livraison garantie avant noël '' . colis expédié le 9 décembre mais pas de suivi colis . j'appelle une première fois on me dit qu'il faut attendre les 15j de délais de livraison possible . ça fait 15j , je rappelle , on me dit que le colis est perdus ! ! ! il lance une action pour le localiser . s'il est pas localisé avant le 23 décembre , il annule la commande ! ! ! ! du coup je me retrouve avec un colis perdu , potentiellement retrouvé mais j'aurais l'info que le 23.c'est bien pour une vente garantie avant noël . et dans tout ça j'ai été débité des 250€ depuis le 7 dec ! inadmissible ! ! ! et aucun service client , personne de chez eux ne suit les colis pour être sûr que le transport se passe bien ....",13298,0,1,1
"Un bon d achat qui ne fonctionne pas et un service client qui s excuse par mail 15 jours après stipulant le jour de réponse que la promotion vient juste de s arreter.Une commande de 464 euros qui bug , pour laquelle il trouve trace de mon paiement mais pas de la commande , que les fonds vont m etre remboursé dans la nuit . Suite à cet appel et ce mail , aucune réponse 2 jours après , j'appelle afin de signifier mon mécontentement . la personne parlant à peine français me raccroche au nez et toujours pas de trace de mon remboursement.Il est bien entendu qu'une fois remboursé les produits ne seront plus en ligne . De même ma compagne , erreur d envoi , produit manquant , elle devra attendre plus de 2 mois pour être remboursée .",1,2019-12-18 00:00:00+00:00,Emmanuel,,TrustPilot,VeePee,,,,,"un bon d achat qui ne fonctionne pas et un service client qui s excuse par mail 15 jours après stipulant le jour de réponse que la promotion vient juste de s arreter.une commande de 464 euros qui bug , pour laquelle il trouve trace de mon paiement mais pas de la commande , que les fonds vont m etre remboursé dans la nuit . suite à cet appel et ce mail , aucune réponse 2 jours après , j'appelle afin de signifier mon mécontentement . la personne parlant à peine français me raccroche au nez et toujours pas de trace de mon remboursement.il est bien entendu qu'une fois remboursé les produits ne seront plus en ligne . de même ma compagne , erreur d envoi , produit manquant , elle devra attendre plus de 2 mois pour être remboursée .",13299,1,1,1
"Lamentable,6 semaines pour une malheureuse commande de rasoir Gillette.Impossible de contacter qui que se soit.Ce type de vente en ligne est d'un autre âge ... Passé , votre chemin , la vie est trop courte pour s'enm ... avec ce site .",1,2019-12-18 00:00:00+00:00,Dca pascal,,TrustPilot,VeePee,,,,,"lamentable,6 semaines pour une malheureuse commande de rasoir gillette.impossible de contacter qui que se soit.ce type de vente en ligne est d'un autre âge ... passé , votre chemin , la vie est trop courte pour s'enm ... avec ce site .",13300,0,0,1
